可能区域,室内/室外,大区域,小区域,物体名,朝向,题材风格,状态,是否抠图,尺寸,是否静态,滤镜模板序号,变体序号
河流-村庄,室外,河流,河道,木桥面横,水平,国风仙侠,正常,未裁剪,16,静态,,1
河流-村庄,室外,河流,河道,木桥面竖,竖直,国风仙侠,正常,未裁剪,16,静态,,1
河流-园林,室外,河流,河道,石桥面横,水平,国风仙侠,正常,未裁剪,16,静态,,1
河流-园林,室外,河流,河道,石桥面竖,竖直,国风仙侠,正常,未裁剪,16,静态,,1
遗迹-古战场,室外,遗迹,残垣,断桥,无,国风仙侠,正常,未裁剪,16,静态,,1
农场-园林-公园,室外,农场,菜圃,花圃,无,国风仙侠,正常,未裁剪,16,静态,,1
农场-村庄,室外,农场,田垄,农田垄,无,国风仙侠,正常,未裁剪,16,静态,,1
草原-荒野-农场-森林-竹林-山地,室外,草原,草地,草丛带,无,国风仙侠,正常,未裁剪,16,静态,,1
城镇-古镇-村庄-门派-道观-寺庙,室外,城镇,街道,外墙,无,国风仙侠,正常,未裁剪,16,静态,,1
民居-客栈-大宅-大宅,室内,民居,堂屋,内墙,无,国风仙侠,正常,未裁剪,16,静态,,1
园林-公园-民居-客栈-大宅-门派-道观-寺庙,室外,园林,前庭,围墙,无,国风仙侠,正常,未裁剪,16,静态,,1
民居-客栈-大宅-园林-公园-门派-道观-寺庙,室外,民居,庭院,院墙,无,国风仙侠,正常,未裁剪,16,静态,,1
民居-客栈-大宅-城镇-古镇-村庄,室外,民居,民居区,房墙,无,国风仙侠,正常,未裁剪,16,静态,,1
草原-荒野-农场-村庄,室外,农场,菜圃,栅栏带,无,国风仙侠,正常,未裁剪,16,静态,,1
园林-公园-城镇-河流,室外,园林,水景,护栏带,无,国风仙侠,正常,未裁剪,16,静态,,1
大宅-民居,室内,大宅,会客厅,地毯铺装,无,国风仙侠,正常,未裁剪,16,静态,,1
大宅-寺庙,室内,大宅,宴会厅,瓷砖,无,国风仙侠,正常,未裁剪,16,静态,,1
丹房-道观-祭坛,室内,丹房,法阵厅,法阵地贴,无,国风仙侠,正常,未裁剪,16,动态,,1
遗迹-沼泽,室外,遗迹,地宫入口,瘴气带,无,国风仙侠,正常,未裁剪,16,静态,,1
凶宅-地牢-古战场,室内,凶宅,灵堂,血迹,无,国风仙侠,正常,未裁剪,16,静态,,1
山地-洞穴-遗迹,室外,山地,岩壁,裂缝,无,国风仙侠,正常,未裁剪,16,静态,,1
地牢-凶宅,室内,地牢,机关廊,阴影遮罩,无,国风仙侠,正常,未裁剪,16,静态,,1
